50720640,763,82578984
46062680,700,52998832
33742344,505,-125125704
380787960,6106,65554824
54866224,1153,5301128
45020936,715,-28715768
45893120,687,-41727088
136864640,2047,33414656
300543944,4548,-1498912
55000352,826,22000880
190960608,2831,-7975792
136931160,2080,-50522192
95962584,1427,45844008
30562824,449,-28615176
79193752,1201,42998624
177618192,2643,-18969264
112600168,1691,29450520
249980904,3610,-53009784
339082792,5003,916288
110700384,1682,-2686368
86626208,1290,25561104
39971344,615,6822944
115980584,1709,-50429816
44214928,692,10667976
74726072,1094,55205512
219581856,3849,-12492816
84114040,1436,21472824
91523272,1566,-48110488
48718664,819,42916560
41044248,704,-24968784
15202888,267,-24882344
60161696,1057,-16065912
29263976,490,39928376
18489680,331,-21737272
164302872,2690,45921192
95866592,1567,-64249384
88561408,1515,10317424
193239392,3150,2386464
210473816,3487,33435792
241053016,3952,-45487752
89528376,1480,-9015024
150256888,2521,2754880
19508032,332,29033008
181193840,2979,3896584
29994784,545,32738960
131606216,2169,-38254832
373089488,6666,26933552
129004400,2159,-37871648
23259824,397,38219952
84033712,1420,12492560
131481680,2268,-18280688
100253784,1686,8705568
704832024,12062,28237432
181478528,3075,-88366456
32104104,541,101867504
97352872,1642,-95903680
366826984,6463,14822680
15531000,240,30217976
39399176,611,-38809680
275568736,4102,16615728
196720976,2966,82625648
125329784,1845,-46999264
657087976,9802,-42494480
74145440,1123,46326256
27960952,416,56927296
102542760,1549,-102239904
16047112,254,-22538000
59731976,898,6139152
192950792,2832,35984160
43232320,650,118754800
158840376,2470,-138348248
541371088,8176,-8464008
11792928,186,117687024
25601048,383,-60075512
28030216,428,45816768
46090680,683,-48446872
217734952,3261,-36534176
217820680,3203,57187368
47630352,718,-54175832
46503160,692,4348224
287244912,4353,5688728
239423784,3566,-31941504
17159024,263,71049392
77473496,1154,-29772336
135187968,2081,-26560880
180635944,2658,4578048
28464992,445,13131976
30915968,487,30320704
70270368,1132,-55286216
37318456,630,-6504160
173690280,2891,21786128
15943256,253,-7904592
295610648,4435,-12912168
27972496,426,-14049464
282308864,4247,77489248
26071824,396,15103952
429322256,6559,-38968048
101639728,1534,-35091344
40868856,619,54666864
203507968,2996,-68832416
45125336,727,62423408
255347800,3796,-30014536
144041840,2171,39569064
17711480,282,-8398720
139530248,2058,-66838080
45897248,687,35972320
56229648,855,-23438832
27191344,420,24884312
190019856,2906,-11349784
118269128,1770,40351968
135745272,2103,-37822720
124463000,1829,100207472
137440248,2024,-62161008
63756736,954,-12786288
71803192,1112,28813248
71993312,1066,-32654816
193592832,2883,-48655760
33479072,488,46953280
58513384,863,27731424
43441016,695,-3093768
96510664,1423,32721952
283576120,4223,-73664424
64629864,964,-26361792
106751560,1611,8933296
35696080,543,26638688
82343168,1221,31934272
40224816,613,-38612576
49277528,778,8541616
172525152,2631,-9829280
79142136,1178,669088
119554048,1810,13776480
73242432,1090,10604208
115165496,1739,-49526216
130977720,1981,59087880
57623416,940,10645808
20933888,314,-27190616
198423064,2970,-24873760
17989800,292,37293376
58515160,920,14812144
34891752,519,-55164840
66502184,1067,-5958872
112054544,1702,83238112
487565704,7427,-75364800
65913448,980,10247600
18090064,290,-29814240
157957240,2342,53694536
60687552,889,7253072
106388544,1642,4600128
277898536,4160,-8499928
95705024,1433,22196336
24,3269,-17089008
